"","vehicle_make","vehicle_model","vehicle_year","vehicle_colour","vehicle_value","occurred_date","reported_date","weekday","recovered","year","theft_year"
"2787","TOYT","HIG",2021,"GRY",0,"12/20/2022 5:00:00 AM","12/21/2022 5:00:00 AM","Mon","Y",2022,2022
"2788","TOYT","CSE",2021,"BLK",0,"3/13/2022 5:00:00 AM","3/14/2022 4:00:00 AM","Sun","Y",2022,2022
"2789","HYUN","SAN",2013,"BLK",0,"3/15/2022 4:00:00 AM","3/15/2022 4:00:00 AM","Tue","N",2022,2022
"2790","TOYT","HIG",2019,"GRY",0,"6/3/2022 4:00:00 AM","6/3/2022 4:00:00 AM","Fri","N",2022,2022
"2791","FORD","FSE",2012,"YEL",0,"11/30/2022 5:00:00 AM","11/30/2022 5:00:00 AM","Tue","Y",2022,2022
"2792","JEEP","PAT",0,"SIL",0,"6/26/2022 4:00:00 AM","6/26/2022 4:00:00 AM","Sat","Y",2022,2022
"2793","FORD","F15",2006,"RED",0,"7/25/2022 4:00:00 AM","10/5/2022 4:00:00 AM","Mon","Y",2022,2022
"2794",NA,NA,0,"BRN",0,"10/6/2022 4:00:00 AM","10/6/2022 4:00:00 AM","Wed","N",2022,2022
"2795",NA,NA,0,"BLKBLU",0,"9/19/2022 4:00:00 AM","9/19/2022 4:00:00 AM","Mon","N",2022,2022
"2796","KIA","SOL",2014,"WHI",0,"7/7/2022 4:00:00 AM","7/6/2022 4:00:00 AM","Wed","Y",2022,2022
"2797","HYUN",NA,2017,"ONG",0,"10/16/2022 4:00:00 AM","10/15/2022 4:00:00 AM","Sat","Y",2022,2022
"2798",NA,NA,0,NA,65000,"12/20/2022 5:00:00 AM","12/20/2022 5:00:00 AM","Tue","N",2022,2022
"2799","AUDI","AQ5",2017,"BLK",30000,"7/15/2022 4:00:00 AM","7/15/2022 4:00:00 AM","Fri","Y",2022,2022
"2800","TOYT","HIG",2020,"GRY",0,"11/27/2022 5:00:00 AM","11/28/2022 5:00:00 AM","Sun","Y",2022,2022
"2801","FORD","FUS",2019,"GRY",0,"10/11/2022 4:00:00 AM","10/12/2022 4:00:00 AM","Tue","Y",2022,2022
"2802","LNDR","RRV",2017,"WHI",0,"5/13/2022 4:00:00 AM","5/14/2022 4:00:00 AM","Fri","N",2022,2022
"2803","HOND","CIV",0,"WHI",0,"9/27/2022 4:00:00 AM","9/27/2022 4:00:00 AM","Tue","N",2022,2022
"2804","KIA","SELT",2021,"GRY",0,"7/18/2022 4:00:00 AM","7/22/2022 4:00:00 AM","Mon","Y",2022,2022
"2805","TOYT","ECH",0,"GRY",0,"6/11/2022 4:00:00 AM","6/11/2022 4:00:00 AM","Sat","Y",2022,2022
"2806",NA,NA,0,"BLK",2400,"1/18/2023 5:00:00 AM","1/18/2023 5:00:00 AM","Wed","N",2023,2023
"2807","TOYT","COA",2016,"BLK",0,"3/9/2023 5:00:00 AM","3/13/2023 4:00:00 AM","Thu","Y",2023,2023
"2808","KIA","SELT",2022,"BLK",0,"3/10/2023 5:00:00 AM","3/10/2023 5:00:00 AM","Fri","Y",2023,2023
"2809","RAM","RTR",2015,"GRY",0,"2/5/2023 5:00:00 AM","2/5/2023 5:00:00 AM","Sun","Y",2023,2023
"2810","HYUN","SAN",2014,"ONG",15000,"2/8/2023 5:00:00 AM","2/8/2023 5:00:00 AM","Wed","Y",2023,2023
"2811","BMW","GLE",2022,"BLU",0,"4/20/2023 4:00:00 AM","4/20/2023 4:00:00 AM","Thu","N",2023,2023
"2812","TOYT","HIG",2023,"WHI",0,"4/17/2023 4:00:00 AM","4/17/2023 4:00:00 AM","Mon","Y",2023,2023
"2813","VOLK","JET",2016,"BLK",0,"4/29/2023 4:00:00 AM","4/29/2023 4:00:00 AM","Sat","Y",2023,2023
"2814","FORD","ECO",2006,"DGR",3500,"6/12/2018 4:00:00 AM","6/12/2018 4:00:00 AM","Tue","Y",2018,2018
"2815","JEEP","CHK",2018,"GRY",0,"7/27/2018 4:00:00 AM","8/2/2018 4:00:00 AM","Fri","Y",2018,2018
"2816","DODG","R15",2012,"RED",11000,"6/21/2018 4:00:00 AM","6/21/2018 4:00:00 AM","Wed","Y",2018,2018
"2817","CHRY","SLX",2007,"BLK",0,"11/12/2018 5:00:00 AM","11/12/2018 5:00:00 AM","Mon","N",2018,2018
"2818","HYUN","ELN",2006,"BLU",0,"6/16/2019 4:00:00 AM","6/18/2019 4:00:00 AM","Sun","Y",2019,2019
"2819","HYUN","ELN",2006,"BLU",0,"7/25/2019 4:00:00 AM","7/26/2019 4:00:00 AM","Wed","Y",2019,2019
"2820","HYUN","SSE",2016,"BLK",0,"7/30/2019 4:00:00 AM","7/30/2019 4:00:00 AM","Tue","Y",2019,2019
"2821","FORD","FUS",2018,"GRY",0,"9/26/2019 4:00:00 AM","9/26/2019 4:00:00 AM","Thu","Y",2019,2019
"2822","MAZD","M3",2009,"GRY",0,"2/21/2019 5:00:00 AM","2/21/2019 5:00:00 AM","Wed","Y",2019,2019
"2823","FORD","F15",2006,"RED",0,"5/1/2020 4:00:00 AM","6/25/2020 4:00:00 AM","Fri","Y",2020,2020
"2824","FORD","F15",2006,"RED",0,"10/23/2020 4:00:00 AM","10/23/2020 4:00:00 AM","Fri","Y",2020,2020
"2825","FORD","F15",2006,"RED",0,"10/24/2020 4:00:00 AM","10/24/2020 4:00:00 AM","Sat","Y",2020,2020
"2826","FORD","ESP",2017,"BLU",0,"10/23/2020 4:00:00 AM","10/23/2020 4:00:00 AM","Fri","Y",2020,2020
"2827","TOYT","HIG",0,"BLK",0,"10/9/2020 4:00:00 AM","10/10/2020 4:00:00 AM","Fri","N",2020,2020
"2828","LEXS","RX",2017,"GRY",0,"12/6/2020 5:00:00 AM","12/6/2020 5:00:00 AM","Sun","Y",2020,2020
"2829","LEXS",NA,2018,"WHI",48000,"5/8/2021 4:00:00 AM","5/8/2021 4:00:00 AM","Fri","Y",2021,2021
"2830","TOYT","HIG",2017,"BLK",0,"12/20/2021 5:00:00 AM","12/21/2021 5:00:00 AM","Mon","N",2021,2021
"2831","TOYT","4RN",2016,"BLU",0,"3/9/2021 5:00:00 AM","3/9/2021 5:00:00 AM","Tue","N",2021,2021
"2832","TOYT","HIG",2018,"GRY",50000,"12/15/2021 5:00:00 AM","12/15/2021 5:00:00 AM","Wed","N",2021,2021
"2833","HOND","CRV",2020,"RED",0,"6/1/2022 4:00:00 AM","6/1/2022 4:00:00 AM","Tue","N",2022,2022
"2834","HOND","CRV",2021,"RED",0,"6/14/2022 4:00:00 AM","6/15/2022 4:00:00 AM","Tue","Y",2022,2022
"2835","JEEP","CHK",2020,"RED",0,"7/10/2022 4:00:00 AM","7/10/2022 4:00:00 AM","Sun","N",2022,2022
"2836","NISS","ALT",2008,"GRY",0,"12/2/2022 5:00:00 AM","12/1/2022 5:00:00 AM","Thu","Y",2022,2022
"2837","HOND","CRV",2021,"RED",0,"2/28/2023 5:00:00 AM","2/27/2023 5:00:00 AM","Mon","Y",2023,2023
"2838","TOYT","HIG",2021,"WHI",46000,"5/1/2023 4:00:00 AM","5/1/2023 4:00:00 AM","Mon","N",2023,2023
"2839","MAZD","M3",2013,"GRY",0,"8/21/2018 4:00:00 AM","8/22/2018 4:00:00 AM","Mon","Y",2018,2018
"2840","KIA","OPT",2013,"SIL",0,"10/1/2018 4:00:00 AM","9/30/2018 4:00:00 AM","Sun","Y",2018,2018
"2841",NA,NA,2014,"WHI",0,"4/28/2018 4:00:00 AM","4/28/2018 4:00:00 AM","Sat","N",2018,2018
"2842","GMC","TER",2015,"GRY",30000,"8/25/2018 4:00:00 AM","8/25/2018 4:00:00 AM","Sat","Y",2018,2018
"2843","BMW","BX6",2014,"WHI",0,"12/20/2018 5:00:00 AM","12/21/2018 5:00:00 AM","Thu","N",2018,2018
"2844","SUBA",NA,2011,"BLK",5000,"6/25/2018 4:00:00 AM","6/25/2018 4:00:00 AM","Mon","Y",2018,2018
"2845","MITS","RVR",2015,"GRY",25000,"2/10/2018 5:00:00 AM","2/10/2018 5:00:00 AM","Sat","Y",2018,2018
"2846","BMW","28I",2007,"BLK",0,"8/3/2018 4:00:00 AM","8/3/2018 4:00:00 AM","Thu","N",2018,2018
"2847","CADI","TRS",2006,"GRY",0,"5/22/2018 4:00:00 AM","5/23/2018 4:00:00 AM","Tue","Y",2018,2018
"2848","MAZD","M3",2014,"BRN",0,"11/29/2018 5:00:00 AM","11/28/2018 5:00:00 AM","Wed","Y",2018,2018
"2849","HOND",NA,2011,"BRN",0,"1/11/2019 5:00:00 AM","1/12/2019 5:00:00 AM","Fri","Y",2019,2019
"2850","GMC","SRA",1995,"GRY",0,"7/8/2019 4:00:00 AM","7/8/2019 4:00:00 AM","Mon","Y",2019,2019
"2851","BMW","X5",2004,"GRY",0,"2/3/2019 5:00:00 AM","2/3/2019 5:00:00 AM","Sat","N",2019,2019
"2852","TOYT","CAM",2019,"BLK",0,"12/20/2019 5:00:00 AM","12/20/2019 5:00:00 AM","Fri","Y",2019,2019
"2853","FORD","F15",2015,"BLK",0,"8/15/2019 4:00:00 AM","8/16/2019 4:00:00 AM","Thu","Y",2019,2019
"2854","CATE","950",0,"YEL",0,"9/13/2019 4:00:00 AM","9/17/2019 4:00:00 AM","Fri","Y",2019,2019
"2855","VOLV","S6F",2006,"GRY",0,"10/12/2019 4:00:00 AM","10/14/2019 4:00:00 AM","Fri","Y",2019,2019
"2856","FORD","EDG",2017,"BLU",20000,"9/2/2020 4:00:00 AM","9/2/2020 4:00:00 AM","Wed","Y",2020,2020
"2857","MAZD","M3",2006,"BLK",0,"10/10/2020 4:00:00 AM","10/10/2020 4:00:00 AM","Sat","Y",2020,2020
"2858","KIA",NA,2012,"GRY",12000,"9/20/2020 4:00:00 AM","9/19/2020 4:00:00 AM","Sat","N",2020,2020
"2859","TOYT","RAV",0,"GRY",0,"7/9/2020 4:00:00 AM","7/9/2020 4:00:00 AM","Thu","N",2020,2020
"2860","LEXS","RX3",2017,"BRN",0,"3/14/2020 4:00:00 AM","3/15/2020 4:00:00 AM","Sat","N",2020,2020
"2861","NISS",NA,2015,"GRY",0,"7/2/2020 4:00:00 AM","7/2/2020 4:00:00 AM","Thu","Y",2020,2020
"2862","TOYT","MTL",2017,"BLK",0,"8/12/2020 4:00:00 AM","8/13/2020 4:00:00 AM","Wed","N",2020,2020
"2863","MERZ","C23",2009,"GRY",13000,"2/27/2021 5:00:00 AM","5/17/2021 4:00:00 AM","Sat","Y",2021,2021
"2864","HOND","CIV",2014,"RED",6500,"6/21/2021 4:00:00 AM","6/21/2021 4:00:00 AM","Sun","Y",2021,2021
"2865","HOND","FIT",2015,"GRY",0,"4/19/2021 4:00:00 AM","4/20/2021 4:00:00 AM","Mon","Y",2021,2021
"2866","MAZD","M6",2014,"BLK",0,"2/13/2021 5:00:00 AM","2/13/2021 5:00:00 AM","Sat","Y",2021,2021
"2867","LEXS","A35",2016,"WHI",0,"8/1/2021 4:00:00 AM","8/25/2021 4:00:00 AM","Sun","N",2021,2021
"2868","PONT","G5",2007,"WHI",0,"1/2/2022 5:00:00 AM","1/3/2022 5:00:00 AM","Sun","Y",2021,2021
"2869","HOND","CRV",2022,"GRY",0,"6/16/2022 4:00:00 AM","6/16/2022 4:00:00 AM","Wed","N",2022,2022
"2870","JEEP","WRG",2021,"LGR",0,"1/18/2022 5:00:00 AM","2/16/2022 5:00:00 AM","Tue","N",2022,2022
"2871","JEEP","GLAD",2022,"BLK",0,"6/23/2022 4:00:00 AM","6/23/2022 4:00:00 AM","Thu","Y",2022,2022
"2872","JEEP","GLAD",2022,"WHI",0,"6/23/2022 4:00:00 AM","6/23/2022 4:00:00 AM","Thu","Y",2022,2022
"2873","JEEP","GLAD",2022,"RED",0,"6/23/2022 4:00:00 AM","6/23/2022 4:00:00 AM","Thu","N",2022,2022
"2874","SUBA","IR4",2005,"SIL",0,"11/3/2022 4:00:00 AM","11/4/2022 4:00:00 AM","Thu","Y",2022,2022
"2875","HOND",NA,2022,"GRY",0,"7/15/2022 4:00:00 AM","7/15/2022 4:00:00 AM","Fri","Y",2022,2022
"2876","VOLK","JET",2011,"WHI",0,"1/27/2022 5:00:00 AM","1/27/2022 5:00:00 AM","Thu","Y",2022,2022
"2877","NISS","ROG",2014,"WHI",0,"1/9/2022 5:00:00 AM","1/8/2022 5:00:00 AM","Sat","Y",2022,2022
"2878",NA,NA,0,"BLK",0,"7/26/2022 4:00:00 AM","7/26/2022 4:00:00 AM","Tue","N",2022,2022
"2879","RAM","15",2021,NA,0,"11/19/2022 5:00:00 AM","11/19/2022 5:00:00 AM","Sat","Y",2022,2022
"2880","RAM","150",2021,"GRY",0,"12/7/2022 5:00:00 AM","12/7/2022 5:00:00 AM","Wed","Y",2022,2022
"2881","HOND","CRV",2020,"SIL",38000,"6/16/2022 4:00:00 AM","6/16/2022 4:00:00 AM","Thu","N",2022,2022
"2882","KIA",NA,2015,"GRY",0,"8/22/2022 4:00:00 AM","8/21/2022 4:00:00 AM","Sun","N",2022,2022
"2883","BMW",NA,2016,"BLK",0,"8/19/2022 4:00:00 AM","8/20/2022 4:00:00 AM","Fri","N",2022,2022
"2884","HOND","PIL",2021,"GRY",0,"6/26/2022 4:00:00 AM","6/27/2022 4:00:00 AM","Sun","N",2022,2022
"2885","CATE",NA,0,NA,0,"11/30/2022 5:00:00 AM","12/1/2022 5:00:00 AM","Wed","Y",2022,2022
"2886","FORD","COF",2013,"BRN",0,"7/9/2022 4:00:00 AM","7/19/2022 4:00:00 AM","Sat","N",2022,2022
"2887","RAM","RTR",2016,"WHI",0,"12/6/2022 5:00:00 AM","12/6/2022 5:00:00 AM","Mon","N",2022,2022
"2888","HOND","CRV",2022,"GRY",0,"8/5/2022 4:00:00 AM","8/5/2022 4:00:00 AM","Fri","Y",2022,2022
"2889","DODG","DUR",2022,"GRY",60000,"1/20/2023 5:00:00 AM","1/19/2023 5:00:00 AM","Thu","Y",2023,2023
"2890","TOYT","RAV",2021,"WHI",0,"1/28/2023 5:00:00 AM","1/28/2023 5:00:00 AM","Sat","N",2023,2023
"2891","HOND","UDY",2022,"BLU",0,"2/13/2023 5:00:00 AM","2/13/2023 5:00:00 AM","Mon","N",2023,2023
"2892","HOND","UDY",2022,"GRY",0,"3/25/2023 4:00:00 AM","3/25/2023 4:00:00 AM","Sat","N",2023,2023
"2893","CASE","580",2004,"YELGRY",0,"3/9/2023 5:00:00 AM","3/9/2023 5:00:00 AM","Thu","N",2023,2023
"2894","HOND","ACC",2009,"BGE",0,"5/3/2023 4:00:00 AM","5/4/2023 4:00:00 AM","Wed","Y",2023,2023
"2895","FORD","EC1",2010,"WHI",0,"9/9/2018 4:00:00 AM","9/9/2018 4:00:00 AM","Sun","Y",2018,2018
"2896","GMC",NA,2016,"BLK",31000,"12/25/2018 5:00:00 AM","12/25/2018 5:00:00 AM","Mon","N",2018,2018
"2897","TOYT","YAR",2010,"GRN",6000,"3/27/2018 4:00:00 AM","3/26/2018 4:00:00 AM","Mon","Y",2018,2018
"2898","LEXS","RX3",2017,"BLU",50000,"8/24/2018 4:00:00 AM","8/24/2018 4:00:00 AM","Thu","N",2018,2018
"2899","CHEV","EXP",2012,"WHI",0,"1/24/2018 5:00:00 AM","1/24/2018 5:00:00 AM","Wed","Y",2018,2018
"2900","TOYT","COA",2009,"GRY",0,"8/29/2019 4:00:00 AM","8/29/2019 4:00:00 AM","Wed","Y",2019,2019
"2901","JEEP","GCH",2015,"BLK",0,"12/16/2019 5:00:00 AM","12/16/2019 5:00:00 AM","Mon","N",2019,2019
"2902","CHEV","TAH",2008,"BLK",0,"12/31/2020 5:00:00 AM","12/31/2020 5:00:00 AM","Thu","N",2020,2020
"2903","CHEV","EQU",2013,"WHI",0,"6/10/2020 4:00:00 AM","6/10/2020 4:00:00 AM","Wed","Y",2020,2020
"2904","MAZD","M3",2011,"WHI",0,"11/29/2020 5:00:00 AM","12/30/2020 5:00:00 AM","Sun","Y",2020,2020
"2905","HOND","CIV",2016,"BLK",0,"6/19/2021 4:00:00 AM","6/20/2021 4:00:00 AM","Sat","Y",2021,2021
"2906","LEXS","RX5",2017,"GRY",35000,"1/27/2021 5:00:00 AM","1/27/2021 5:00:00 AM","Tue","N",2021,2021
"2907","MAZD","M3",2011,"WHI",0,"5/2/2021 4:00:00 AM","5/2/2021 4:00:00 AM","Sun","Y",2021,2021
"2908","MAZD","M3I",2010,"BLK",0,"6/13/2021 4:00:00 AM","6/13/2021 4:00:00 AM","Sun","Y",2021,2021
"2909","NISS","TIT",2015,"DBL",0,"3/16/2021 4:00:00 AM","3/19/2021 4:00:00 AM","Tue","N",2021,2021
"2910","BUIC",NA,2016,"PLE",0,"4/21/2021 4:00:00 AM","4/21/2021 4:00:00 AM","Wed","N",2021,2021
"2911","HOND","UDY",2022,"RED",0,"7/26/2022 4:00:00 AM","7/26/2022 4:00:00 AM","Mon","N",2022,2022
"2912","HOND","CRV",2019,"BLK",30000,"6/6/2022 4:00:00 AM","6/6/2022 4:00:00 AM","Mon","Y",2022,2022
"2913","HOND","ODY",2020,"BLU",40000,"5/31/2022 4:00:00 AM","5/31/2022 4:00:00 AM","Tue","N",2022,2022
"2914","HOND",NA,2022,"RED",0,"6/6/2022 4:00:00 AM","6/6/2022 4:00:00 AM","Mon","N",2022,2022
"2915","HOND","CIV",2012,"BLU",0,"10/11/2022 4:00:00 AM","10/11/2022 4:00:00 AM","Tue","Y",2022,2022
"2916","CHEV","CZT",2014,"BLU",0,"6/2/2022 4:00:00 AM","6/2/2022 4:00:00 AM","Wed","Y",2022,2022
"2917","NISS",NA,2011,"BLU",0,"2/18/2023 5:00:00 AM","2/18/2023 5:00:00 AM","Sat","Y",2023,2023
"2918","TOYT","HIG",2022,"BLK",50000,"2/21/2023 5:00:00 AM","2/21/2023 5:00:00 AM","Tue","Y",2023,2023
"2919","LEXS","RXH",2020,"SIL",27000,"5/8/2023 4:00:00 AM","5/8/2023 4:00:00 AM","Mon","Y",2023,2023
"2920","PONT",NA,2005,"BRN",0,"2/14/2018 5:00:00 AM","2/15/2018 5:00:00 AM","Wed","N",2018,2018
"2921",NA,NA,0,"BLK",0,"4/13/2018 4:00:00 AM","4/13/2018 4:00:00 AM","Fri","N",2018,2018
"2922","TOYT","MAT",2011,"DGR",0,"5/13/2018 4:00:00 AM","5/15/2018 4:00:00 AM","Sun","Y",2018,2018
"2923","FORD","FOC",2014,"WHI",0,"9/13/2018 4:00:00 AM","9/14/2018 4:00:00 AM","Thu","Y",2018,2018
"2924","SUBA","IMP",0,"BLU",0,"6/4/2018 4:00:00 AM","7/31/2018 4:00:00 AM","Mon","Y",2018,2018
"2925",NA,NA,0,NA,2000,"9/18/2018 4:00:00 AM","9/26/2018 4:00:00 AM","Mon","N",2018,2018
"2926","MERZ","G55",2003,"BLK",0,"6/30/2018 4:00:00 AM","6/30/2018 4:00:00 AM","Fri","N",2018,2018
"2927",NA,NA,2016,NA,2500,"10/18/2018 4:00:00 AM","10/18/2018 4:00:00 AM","Thu","N",2018,2018
"2928","HOND","CIV",2002,"BLK",0,"7/13/2018 4:00:00 AM","7/13/2018 4:00:00 AM","Fri","Y",2018,2018
"2929",NA,NA,0,NA,0,"4/21/2018 4:00:00 AM","4/22/2018 4:00:00 AM","Sat","N",2018,2018
"2930","FORD","RNG",2007,"GRY",0,"2/3/2018 5:00:00 AM","2/3/2018 5:00:00 AM","Sat","Y",2018,2018
"2931","VOLK","ATL",2018,"BLK",48000,"11/8/2018 5:00:00 AM","11/8/2018 5:00:00 AM","Thu","Y",2018,2018
"2932","GMC","TER",2019,"BLK",45000,"11/21/2018 5:00:00 AM","11/21/2018 5:00:00 AM","Tue","Y",2018,2018
"2933",NA,NA,0,"BLUWHI",0,"7/13/2018 4:00:00 AM","7/13/2018 4:00:00 AM","Thu","Y",2018,2018
"2934","CHEV","MAL",2004,"DGR",0,"12/19/2018 5:00:00 AM","12/19/2018 5:00:00 AM","Wed","N",2018,2018
"2935","LEXS","RX3",2018,"WHI",0,"10/6/2018 4:00:00 AM","10/6/2018 4:00:00 AM","Sat","N",2018,2018
"2936","LEXS","GX6",2017,"BLK",0,"10/5/2018 4:00:00 AM","10/6/2018 4:00:00 AM","Fri","N",2018,2018
"2937","LEXS","GX6",2017,"BLK",66900,"10/5/2018 4:00:00 AM","10/6/2018 4:00:00 AM","Fri","N",2018,2018
"2938","HOND","PIL",2016,"BLU",62000,"8/16/2018 4:00:00 AM","8/16/2018 4:00:00 AM","Thu","Y",2018,2018
"2939","NISS","ROG",2018,"WHI",0,"11/5/2018 5:00:00 AM","11/4/2018 4:00:00 AM","Sun","Y",2018,2018
"2940","CADI","CTS",2003,"BRN",9200,"10/24/2018 4:00:00 AM","10/25/2018 4:00:00 AM","Wed","Y",2018,2018
"2941","INFI","XQ5",2015,"BLK",0,"8/27/2018 4:00:00 AM","8/26/2018 4:00:00 AM","Sun","Y",2018,2018
"2942","TOYT","CAM",2001,"GRY",10000,"2/24/2019 5:00:00 AM","2/24/2019 5:00:00 AM","Sun","Y",2019,2019
"2943","FORD","SPE",2017,"WHI",33000,"1/21/2019 5:00:00 AM","1/21/2019 5:00:00 AM","Mon","Y",2019,2019
"2944","VOLV","S40",2005,"BLU",0,"4/15/2019 4:00:00 AM","4/15/2019 4:00:00 AM","Mon","Y",2019,2019
"2945","GMC",NA,2006,"BLK",0,"12/22/2019 5:00:00 AM","12/22/2019 5:00:00 AM","Sun","Y",2019,2019
"2946","MAZD",NA,2010,"MRN",0,"9/14/2019 4:00:00 AM","9/14/2019 4:00:00 AM","Sat","Y",2019,2019
"2947","KIA","SPT",2018,"BLK",0,"9/22/2019 4:00:00 AM","9/23/2019 4:00:00 AM","Sun","N",2019,2019
"2948","SUBA","WRX",2002,"BLK",0,"6/25/2019 4:00:00 AM","6/25/2019 4:00:00 AM","Tue","Y",2019,2019
"2949","FORD","RNG",2007,"GRY",0,"11/11/2019 5:00:00 AM","11/11/2019 5:00:00 AM","Mon","Y",2019,2019
"2950","FORD","RNG",2007,"GRY",0,"10/29/2019 4:00:00 AM","10/29/2019 4:00:00 AM","Tue","Y",2019,2019
"2951","GMC","TER",2019,"BLK",45000,"1/19/2019 5:00:00 AM","1/19/2019 5:00:00 AM","Fri","Y",2019,2019
"2952","VOLK","GOL",2008,"SIL",0,"11/17/2019 5:00:00 AM","11/17/2019 5:00:00 AM","Sun","Y",2019,2019
"2953",NA,NA,0,NA,0,"7/12/2019 4:00:00 AM","7/15/2019 4:00:00 AM","Fri","N",2019,2019
"2954","HYUN","ELN",2020,"WHI",20000,"12/30/2019 5:00:00 AM","12/29/2019 5:00:00 AM","Sun","Y",2020,2020
"2955","LEXS","350",2019,"GRY",76000,"1/23/2019 5:00:00 AM","1/23/2019 5:00:00 AM","Wed","N",2019,2019
"2956","LEXS","GX6",2016,"BLK",49600,"11/22/2019 5:00:00 AM","12/19/2019 5:00:00 AM","Fri","Y",2019,2019
"2957","AUDI","R7",2018,"BLK",128000,"4/12/2019 4:00:00 AM","5/21/2019 4:00:00 AM","Fri","Y",2019,2019
"2958","AUDI","AQ8",2019,"ONG",0,"10/26/2019 4:00:00 AM","11/12/2019 5:00:00 AM","Sat","Y",2019,2019
"2959","DODG","CHA",2008,"RED",0,"12/5/2019 5:00:00 AM","12/5/2019 5:00:00 AM","Thu","Y",2019,2019
"2960","HOND","CIV",2018,"BLK",0,"3/19/2019 4:00:00 AM","3/19/2019 4:00:00 AM","Mon","N",2019,2019
"2961","KIA","FOR",2018,"BLU",0,"4/24/2019 4:00:00 AM","4/24/2019 4:00:00 AM","Wed","Y",2019,2019
"2962","HOND","ACC",2003,"BGE",2000,"10/8/2020 4:00:00 AM","10/8/2020 4:00:00 AM","Thu","Y",2020,2020
"2963","DODG","R15",1999,"RED",0,"7/20/2020 4:00:00 AM","7/21/2020 4:00:00 AM","Mon","Y",2020,2020
"2964","HOND","ACC",2013,"BLK",0,"6/5/2020 4:00:00 AM","6/5/2020 4:00:00 AM","Thu","Y",2020,2020
"2965","MERZ","E24",2014,"GRY",0,"9/12/2020 4:00:00 AM","9/12/2020 4:00:00 AM","Sat","N",2020,2020
"2966","PONT","G5",2009,"RED",0,"4/17/2020 4:00:00 AM","4/18/2020 4:00:00 AM","Fri","Y",2020,2020
"2967","CHEV","ABS",2007,"BLU",0,"4/1/2020 4:00:00 AM","4/1/2020 4:00:00 AM","Wed","Y",2020,2020
"2968","CHEV","SLV",2012,"BLK",0,"1/20/2020 5:00:00 AM","1/20/2020 5:00:00 AM","Mon","Y",2020,2020
"2969","HOND","ACC",2013,"WHI",0,"3/23/2020 4:00:00 AM","4/3/2020 4:00:00 AM","Mon","Y",2020,2020
"2970","TOYT","TUN",2007,"RED",0,"10/7/2020 4:00:00 AM","10/7/2020 4:00:00 AM","Wed","Y",2020,2020
"2971","HOND","CIV",2018,"SIL",15000,"6/29/2021 4:00:00 AM","6/30/2021 4:00:00 AM","Tue","Y",2021,2021
"2972","MITS","MIR",2015,"BLU",0,"2/12/2021 5:00:00 AM","2/12/2021 5:00:00 AM","Fri","Y",2021,2021
"2973","TOYT","RAV",2012,"BLK",0,"11/13/2021 5:00:00 AM","11/13/2021 5:00:00 AM","Sat","Y",2021,2021
"2974","TOYT","HIG",2019,"BLK",45000,"3/5/2021 5:00:00 AM","3/5/2021 5:00:00 AM","Fri","N",2021,2021
"2975","CHEV","COB",2008,"GRY",18736,"5/17/2021 4:00:00 AM","5/18/2021 4:00:00 AM","Mon","Y",2021,2021
"2976","HOND","CIV",2014,"RED",0,"5/24/2021 4:00:00 AM","6/2/2021 4:00:00 AM","Mon","N",2021,2021
"2977","CHEV","SLV",2011,"BLK",0,"2/9/2021 5:00:00 AM","2/9/2021 5:00:00 AM","Tue","N",2021,2021
"2978","LEXS","RX3",2018,"GRY",0,"10/13/2021 4:00:00 AM","10/13/2021 4:00:00 AM","Wed","Y",2021,2021
"2979","AUDI","AS4",2015,"WHI",0,"7/27/2021 4:00:00 AM","7/27/2021 4:00:00 AM","Tue","Y",2021,2021
"2980","LEXS",NA,2020,"BLK",52600,"12/23/2021 5:00:00 AM","12/23/2021 5:00:00 AM","Thu","N",2021,2021
"2981","HOND","CIV",0,"BLK",0,"12/29/2021 5:00:00 AM","12/29/2021 5:00:00 AM","Wed","Y",2021,2021
"2982","NISS","ROG",2009,"GRY",0,"10/7/2021 4:00:00 AM","10/7/2021 4:00:00 AM","Thu","Y",2021,2021
"2983","MERZ","320",2009,"GRY",0,"11/5/2021 4:00:00 AM","11/6/2021 4:00:00 AM","Fri","N",2021,2021
"2984","HOND","CIV",2017,"BLU",0,"4/17/2021 4:00:00 AM","4/17/2021 4:00:00 AM","Sat","N",2021,2021
"2985","FORD","ESP",2019,"BLK",32000,"12/11/2022 5:00:00 AM","12/11/2022 5:00:00 AM","Sun","Y",2022,2022
"2986","FORD","F15",2013,"BLK",0,"11/23/2022 5:00:00 AM","11/24/2022 5:00:00 AM","Wed","N",2022,2022
"2987","TOYT","COA",2013,"RED",0,"6/17/2022 4:00:00 AM","6/17/2022 4:00:00 AM","Fri","Y",2022,2022
"2988","LINC",NA,0,"BLK",0,"8/13/2022 4:00:00 AM","8/13/2022 4:00:00 AM","Sat","Y",2022,2022
"2989",NA,NA,0,"BLK",0,"8/26/2022 4:00:00 AM","9/2/2022 4:00:00 AM","Fri","N",2022,2022
"2990","MERZ",NA,2017,"GRY",30000,"11/28/2022 5:00:00 AM","11/27/2022 5:00:00 AM","Sun","N",2022,2022
"2991","MERZ","C300",0,"DBL",0,"6/27/2022 4:00:00 AM","6/27/2022 4:00:00 AM","Mon","N",2022,2022
