OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,x,y
34438,2019,ACUR,RDX,CARRY,WHI,0,Sun,Y,Beacon Hill South - Cardinal Heights,BEACON HILL-CYRVILLE,Sector 32,4/2/2023 4:00:00 AM,4/2/2023 4:00:00 AM,2023,374692.59489048,5034190.52386095
34439,2022,HOND,UDY,CARRY,WHI,0,Fri,N,Beacon Hill South - Cardinal Heights,BEACON HILL-CYRVILLE,Sector 32,4/30/2023 4:00:00 AM,4/28/2023 4:00:00 AM,2023,375537.9207245,5033652.57386108
34440,2005,CHRY,300,4DR,BLK,0,Fri,Y,Beaverbrook,KANATA NORTH,Sector 13,11/23/2018 5:00:00 AM,11/23/2018 5:00:00 AM,2018,351899.81429317,5021225.48275367
34441,2004,FORD,FRE,VAN,RED,4000,Sun,Y,Beaverbrook,KANATA NORTH,Sector 13,7/8/2018 4:00:00 AM,7/8/2018 4:00:00 AM,2018,352534.818246865,5020834.47978477
34442,2013,HOND,CIV,4DR,BLU,0,Sat,Y,Beaverbrook,KANATA NORTH,Sector 13,10/30/2019 4:00:00 AM,10/26/2019 4:00:00 AM,2019,351884.814276466,5021212.48275223
34443,2006,TOYT,COA,4DR,GRY,0,Mon,Y,Beaverbrook,KANATA NORTH,Sector 13,10/28/2019 4:00:00 AM,10/29/2019 4:00:00 AM,2019,352841.819336132,5020475.47603455
34444,2011,GMC,SAV,VAN,WHI,0,Fri,Y,Beaverbrook,KANATA NORTH,Sector 13,11/22/2019 5:00:00 AM,11/22/2019 5:00:00 AM,2019,352227.688111956,5019808.80999742
34445,2017,NISS,ROG,CARRY,BLU,15000,Sat,Y,Beaverbrook,KANATA NORTH,Sector 13,10/17/2020 4:00:00 AM,10/17/2020 4:00:00 AM,2020,351771.813534136,5021329.4838426
34446,2019,KIA,SOR,CARRY,WHI,32000,Fri,Y,Beaverbrook,KANATA NORTH,Sector 13,12/19/2020 5:00:00 AM,12/19/2020 5:00:00 AM,2020,351438.81247244,5021607.48683049
34447,2018,LEXS,NA,CARRY,WHI,0,Thu,N,Beaverbrook,KANATA NORTH,Sector 13,10/8/2020 4:00:00 AM,10/8/2020 4:00:00 AM,2020,352295.99935348,5020134.69499916
34448,2021,JEEP,GCH,CARRY,GRY,63000,Wed,Y,Beaverbrook,KANATA NORTH,Sector 13,9/2/2021 4:00:00 AM,9/1/2021 4:00:00 AM,2021,351314.811387418,5021629.48683628
34449,2015,DODG,CHS,4DR,WHI,0,Wed,Y,Beaverbrook,KANATA NORTH,Sector 13,11/8/2021 5:00:00 AM,9/15/2021 4:00:00 AM,2021,350821.807713082,5021556.48683861
34450,2011,FORD,ESP,CARRY,SIL,0,Sun,Y,Beaverbrook,KANATA NORTH,Sector 13,10/11/2021 4:00:00 AM,10/11/2021 4:00:00 AM,2021,351415.809473778,5020749.47901976
34451,2007,CADI,ESC,4DR,BLK,0,Tue,Y,Beaverbrook,KANATA NORTH,Sector 13,4/28/2021 4:00:00 AM,4/28/2021 4:00:00 AM,2021,352248.752560751,5020053.02122208
34452,2019,VOLK,TIG,CARRY,BLU,0,Sun,Y,Beaverbrook,KANATA NORTH,Sector 13,4/18/2021 4:00:00 AM,4/18/2021 4:00:00 AM,2021,352227.688111956,5019808.80999742
34453,2020,JEEP,GCH,CARRY,BLK,0,Wed,Y,Beaverbrook,KANATA NORTH,Sector 13,9/2/2021 4:00:00 AM,9/2/2021 4:00:00 AM,2021,352358.902344345,5020209.11390868
34454,2022,RAM,DUR,PICKUP,RED,0,Wed,N,Beaverbrook,KANATA NORTH,Sector 13,10/13/2022 4:00:00 AM,10/13/2022 4:00:00 AM,2022,351689.811311957,5020559.47798812
34455,2021,LNDR,RVE,CARRY,WHI,0,Mon,N,Beaverbrook,KANATA NORTH,Sector 13,2/10/2023 5:00:00 AM,10/17/2022 4:00:00 AM,2022,351837.813483006,5021080.48201334
34456,2021,JEEP,WRG,CARRY,WHI,0,Wed,N,Beaverbrook,KANATA NORTH,Sector 13,10/13/2022 4:00:00 AM,10/13/2022 4:00:00 AM,2022,351388.811374549,5021501.48573735
34457,2017,CHEV,EQU,CARRY,GRY,0,Wed,Y,Beaverbrook,KANATA NORTH,Sector 13,2/2/2022 5:00:00 AM,2/2/2022 5:00:00 AM,2022,351314.811387418,5021629.48683628
34458,2019,TOYT,HIG,CARRY,BLK,0,Tue,N,Beaverbrook,KANATA NORTH,Sector 13,6/8/2022 4:00:00 AM,6/7/2022 4:00:00 AM,2022,351120.809521648,5021191.48281347
34459,2021,JEEP,GCK,CARRY,RED,0,Fri,Y,Beaverbrook,KANATA NORTH,Sector 13,3/19/2022 4:00:00 AM,3/18/2022 4:00:00 AM,2022,352040.8142717,5020767.47901513
34460,2017,DODG,CVN,VAN,RED,0,Fri,N,Beaverbrook,KANATA NORTH,Sector 13,8/15/2022 4:00:00 AM,8/12/2022 4:00:00 AM,2022,352520.234134263,5020345.56206813
34461,2021,TOYT,HIG,CARRY,BLK,0,Mon,N,Beaverbrook,KANATA NORTH,Sector 13,2/20/2023 5:00:00 AM,2/20/2023 5:00:00 AM,2023,352439.784272623,5019992.86906826
34462,2004,KIA,RIO,4DR,SIL,0,Mon,Y,Bells Corners East,COLLEGE,Sector 15,4/11/2018 4:00:00 AM,4/9/2018 4:00:00 AM,2018,357457.849530524,5020817.47884403
34463,2018,NA,NA,OTHER,GRY,15000,Tue,Y,Bells Corners East,COLLEGE,Sector 15,5/1/2019 4:00:00 AM,5/1/2019 4:00:00 AM,2019,357457.849530524,5020817.47884403
34464,2012,NA,NA,NA,GRN,800,Tue,N,Bells Corners East,COLLEGE,Sector 15,5/1/2019 4:00:00 AM,5/1/2019 4:00:00 AM,2019,357457.849530524,5020817.47884403
34465,0,LEXS,RX35,CARRY,BLK,0,Sun,N,Bells Corners East,COLLEGE,Sector 15,8/11/2019 4:00:00 AM,8/11/2019 4:00:00 AM,2019,357969.852398966,5020701.47775906
34466,2016,LEXS,NXT,CARRY,BLK,0,Mon,Y,Bells Corners East,COLLEGE,Sector 15,6/11/2019 4:00:00 AM,6/10/2019 4:00:00 AM,2019,358002.279217558,5020821.45963816
34467,2010,BMW,NA,4DR,BLK,0,Sat,N,Bells Corners East,COLLEGE,Sector 15,5/15/2019 4:00:00 AM,4/27/2019 4:00:00 AM,2019,357873.851325186,5020927.47958756
34468,2018,DODG,R15,PICKUP,GRYBLK,43000,Wed,Y,Bells Corners East,COLLEGE,Sector 15,11/28/2019 5:00:00 AM,11/28/2019 5:00:00 AM,2019,357352.754413642,5020722.90190121
34469,2005,NA,NA,MOTO,DBL,0,Mon,Y,Bells Corners East,COLLEGE,Sector 15,5/6/2019 4:00:00 AM,5/6/2019 4:00:00 AM,2019,357339.847356809,5020372.47484246
34470,2007,CSHO,NA,OTHER,BLK,0,Sun,N,Bells Corners East,COLLEGE,Sector 15,5/6/2019 4:00:00 AM,5/5/2019 4:00:00 AM,2019,358053.853246981,5021287.48361758
34471,2010,POLS,500H,OTHER,RED,0,Sun,N,Bells Corners East,COLLEGE,Sector 15,5/6/2019 4:00:00 AM,5/5/2019 4:00:00 AM,2019,358053.853246981,5021287.48361758
34472,0,TOYT,HIG,CARRY,GRY,0,Sun,N,Bells Corners East,COLLEGE,Sector 15,8/5/2019 4:00:00 AM,8/5/2019 4:00:00 AM,2019,358153.852362594,5020239.47371622
34473,2009,NA,125,MOTO,BLK,0,Thu,N,Bells Corners East,COLLEGE,Sector 15,5/3/2019 4:00:00 AM,5/3/2019 4:00:00 AM,2019,357395.848443372,5020644.47774834
34474,2019,TOYT,4RN,CARRY,WHI,66000,Sat,N,Bells Corners East,COLLEGE,Sector 15,8/11/2019 4:00:00 AM,8/11/2019 4:00:00 AM,2019,357873.851325186,5020927.47958756
34475,2005,GMC,SIE,PICKUP,GRY,0,Thu,Y,Bells Corners East,COLLEGE,Sector 15,12/11/2020 5:00:00 AM,12/11/2020 5:00:00 AM,2020,357395.848443372,5020644.47774834
34476,2018,TOYT,HIG,CARRY,WHI,0,Sat,N,Bells Corners East,COLLEGE,Sector 15,2/23/2020 5:00:00 AM,2/22/2020 5:00:00 AM,2020,357879.850204301,5020199.473747
34477,2005,NA,NA,CARRY,BLK,0,Wed,N,Bells Corners East,COLLEGE,Sector 15,9/16/2020 4:00:00 AM,9/16/2020 4:00:00 AM,2020,358053.853246981,5021287.48361758
34478,2003,NA,NA,NA,YEL,0,Wed,N,Bells Corners East,COLLEGE,Sector 15,9/16/2020 4:00:00 AM,9/16/2020 4:00:00 AM,2020,358053.853246981,5021287.48361758
34479,2006,NA,400,NA,DGR,0,Wed,N,Bells Corners East,COLLEGE,Sector 15,9/16/2020 4:00:00 AM,9/16/2020 4:00:00 AM,2020,358053.853246981,5021287.48361758
34480,2006,CHEV,LS5,4DR,RED,0,Tue,Y,Bells Corners East,COLLEGE,Sector 15,4/22/2021 4:00:00 AM,9/1/2020 4:00:00 AM,2020,357617.888895943,5020611.29024894
34481,2011,FORD,F15,PICKUP,GRY,0,Fri,N,Bells Corners East,COLLEGE,Sector 15,9/1/2020 4:00:00 AM,8/28/2020 4:00:00 AM,2020,357210.846577099,5020316.47483577
34482,2020,LEXS,RX3,CARRY,BLK,40000,Sun,N,Bells Corners East,COLLEGE,Sector 15,10/3/2021 4:00:00 AM,10/3/2021 4:00:00 AM,2021,358002.279217558,5020821.45963816
34483,0,HOND,ODY,NA,NA,0,Sat,Y,Bells Corners East,COLLEGE,Sector 15,9/26/2021 4:00:00 AM,9/25/2021 4:00:00 AM,2021,357873.851325186,5020927.47958756
34484,2020,FORD,F15,PICKUP,BLK,0,Sat,N,Bells Corners East,COLLEGE,Sector 15,10/24/2021 4:00:00 AM,10/24/2021 4:00:00 AM,2021,357352.754413642,5020722.90190121
34485,2020,LEXS,NA,CARRY,SIL,45000,Thu,Y,Bells Corners East,COLLEGE,Sector 15,9/23/2021 4:00:00 AM,9/23/2021 4:00:00 AM,2021,357941.941397754,5020333.0219292
34486,2019,LEXS,RX35,CARRY,GRY,68000,Wed,Y,Bells Corners East,COLLEGE,Sector 15,9/23/2021 4:00:00 AM,9/22/2021 4:00:00 AM,2021,358359.853130543,5020169.47373496
34487,2019,TOYT,HIG,CARRY,GRY,0,Sat,N,Bells Corners East,COLLEGE,Sector 15,2/6/2021 5:00:00 AM,2/6/2021 5:00:00 AM,2021,358359.853163517,5020058.47291824
34488,2021,HYUN,ELN,4DR,BLK,0,Sun,Y,Bells Corners East,COLLEGE,Sector 15,5/16/2021 4:00:00 AM,5/16/2021 4:00:00 AM,2021,359078.859010669,5020884.48070748
34489,0,INFI,G35,2DR,GRY,0,Wed,N,Bells Corners East,COLLEGE,Sector 15,6/2/2022 4:00:00 AM,6/1/2022 4:00:00 AM,2022,358037.85242271,5020475.47586026
34490,2017,TOYT,HIG,CARRY,BLK,0,Thu,Y,Bells Corners East,COLLEGE,Sector 15,7/28/2022 4:00:00 AM,7/28/2022 4:00:00 AM,2022,357403.847299531,5020145.47297084
34491,2013,TOYT,CBS,4DR,BLK,0,Tue,Y,Bells Corners East,COLLEGE,Sector 15,7/31/2022 4:00:00 AM,7/26/2022 4:00:00 AM,2022,358176.70133596,5021105.9347824
34492,2021,TOYT,HIG,CARRY,WHI,0,Fri,Y,Bells Corners East,COLLEGE,Sector 15,11/25/2022 5:00:00 AM,11/25/2022 5:00:00 AM,2022,358149.851283336,5019840.4708148
34493,2020,TOYT,HIG,CARRY,WHI,0,Sun,N,Bells Corners East,COLLEGE,Sector 15,12/18/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,357352.754413642,5020722.90190121
34494,2021,HOND,CRV,CARRY,GRY,40000,Thu,Y,Bells Corners East,COLLEGE,Sector 15,8/11/2022 4:00:00 AM,8/11/2022 4:00:00 AM,2022,358012.851269568,5019986.4718652
34495,2022,HOND,CRV,CARRY,SIL,46000,Mon,Y,Bells Corners East,COLLEGE,Sector 15,8/8/2022 4:00:00 AM,8/8/2022 4:00:00 AM,2022,358359.853130543,5020169.47373496
34496,2021,HOND,CRV,4DR,BLK,0,Wed,Y,Bells Corners East,COLLEGE,Sector 15,8/11/2022 4:00:00 AM,8/11/2022 4:00:00 AM,2022,358339.854254766,5020739.47882954
34497,2017,TOYT,4RN,CARRY,WHI,0,Thu,Y,Bells Corners East,COLLEGE,Sector 15,7/28/2022 4:00:00 AM,7/28/2022 4:00:00 AM,2022,357921.85023369,5019938.47081562
34498,2020,HOND,NA,CARRY,GRY,38000,Tue,N,Bells Corners East,COLLEGE,Sector 15,6/14/2022 4:00:00 AM,6/14/2022 4:00:00 AM,2022,357739.848324686,5019567.46786159
34499,2020,LEXS,NA,CARRY,BLK,0,Thu,Y,Bells Corners East,COLLEGE,Sector 15,7/28/2022 4:00:00 AM,7/28/2022 4:00:00 AM,2022,358164.85319326,5020639.477727
34500,2020,HOND,CRV,CARRY,GRY,0,Tue,Y,Bells Corners East,COLLEGE,Sector 15,9/6/2022 4:00:00 AM,9/6/2022 4:00:00 AM,2022,358359.853130543,5020169.47373496
34501,2020,JEEP,JJG,PICKUP,RED,65000,Thu,N,Bells Corners East,COLLEGE,Sector 15,3/30/2023 4:00:00 AM,3/30/2023 4:00:00 AM,2023,358359.853130543,5020169.47373496
34502,2017,LNDR,DVS,CARRY,WHI,0,Mon,Y,Bells Corners East,COLLEGE,Sector 15,2/6/2023 5:00:00 AM,2/6/2023 5:00:00 AM,2023,358249.852343119,5019893.47078538
34503,2022,TOYT,RAV,CARRY,GRY,0,Wed,N,Bells Corners East,COLLEGE,Sector 15,4/13/2023 4:00:00 AM,4/12/2023 4:00:00 AM,2023,357502.539259307,5019428.08210901
34504,2004,CHEV,CAV,4DR,WHI,0,Sun,Y,Bells Corners West,COLLEGE,Sector 15,4/23/2018 4:00:00 AM,4/22/2018 4:00:00 AM,2018,357427.796047433,5019439.89868454
34505,2004,CHEV,CAV,4DR,WHI,0,Thu,Y,Bells Corners West,COLLEGE,Sector 15,3/31/2018 4:00:00 AM,3/29/2018 4:00:00 AM,2018,357427.796047433,5019439.89868454
34506,0,NA,NA,OTHER,SIL,0,Wed,N,Bells Corners West,COLLEGE,Sector 15,8/16/2018 4:00:00 AM,8/15/2018 4:00:00 AM,2018,356919.845509592,5020812.47887614
34507,2008,CHEV,COB,4DR,GRY,0,Mon,Y,Bells Corners West,COLLEGE,Sector 15,7/24/2018 4:00:00 AM,7/24/2018 4:00:00 AM,2018,357136.846585806,5020299.47378098
34508,2019,NISS,VER,4DR,WHI,25000,Tue,Y,Bells Corners West,COLLEGE,Sector 15,5/7/2019 4:00:00 AM,5/7/2019 4:00:00 AM,2019,356430.84167833,5019990.4719083
34509,2019,CHEV,SUB,CARRY,BLK,80000,Fri,Y,Bells Corners West,COLLEGE,Sector 15,6/3/2019 4:00:00 AM,5/24/2019 4:00:00 AM,2019,356430.84167833,5019990.4719083
34510,2010,TOYT,COA,4DR,BLK,0,Tue,Y,Bells Corners West,COLLEGE,Sector 15,5/22/2019 4:00:00 AM,5/21/2019 4:00:00 AM,2019,357066.846611312,5020454.47594585
34511,2017,CHEV,SLV,PICKUP,WHI,0,Thu,Y,Bells Corners West,COLLEGE,Sector 15,3/22/2019 4:00:00 AM,3/21/2019 4:00:00 AM,2019,357427.796047433,5019439.89868454
34512,0,TOYT,COA,4DR,RED,0,Wed,Y,Bells Corners West,COLLEGE,Sector 15,7/13/2020 4:00:00 AM,6/17/2020 4:00:00 AM,2020,356789.772603501,5020288.30389157
34513,2010,HYUN,ELN,4DR,SIL,0,Wed,Y,Bells Corners West,COLLEGE,Sector 15,1/23/2020 5:00:00 AM,1/22/2020 5:00:00 AM,2020,357296.167319661,5019682.86581864
34514,2016,HYUN,SAN,CARRY,BLK,0,Fri,Y,Bells Corners West,COLLEGE,Sector 15,11/13/2020 5:00:00 AM,11/13/2020 5:00:00 AM,2020,357061.912541067,5019911.18803993
34515,2019,VOLK,TIG,CARRY,BLK,0,Thu,N,Bells Corners West,COLLEGE,Sector 15,8/24/2021 4:00:00 AM,8/19/2021 4:00:00 AM,2021,356395.8417136,5020052.47191483
34516,2018,FORD,F150,CARRY,WHI,50000,Sat,Y,Bells Corners West,COLLEGE,Sector 15,9/18/2021 4:00:00 AM,9/18/2021 4:00:00 AM,2021,357066.846611312,5020454.47594585
34517,2019,TOYT,HIG,CARRY,BLK,0,Sat,Y,Bells Corners West,COLLEGE,Sector 15,2/20/2021 5:00:00 AM,2/20/2021 5:00:00 AM,2021,356639.842440197,5019701.46898271
34518,2010,CHEV,WAV,4DR,DGR,3000,Tue,Y,Bells Corners West,COLLEGE,Sector 15,1/5/2021 5:00:00 AM,1/5/2021 5:00:00 AM,2021,356828.721587137,5019882.86504822
34519,2018,CHEV,EQU,CARRY,BLK,0,Mon,Y,Bells Corners West,COLLEGE,Sector 15,10/4/2021 4:00:00 AM,10/4/2021 4:00:00 AM,2021,357327.740420892,5019850.91604054
34520,2019,FORD,NA,PICKUP,BLU,55000,Wed,Y,Bells Corners West,COLLEGE,Sector 15,8/25/2021 4:00:00 AM,8/25/2021 4:00:00 AM,2021,357093.845482064,5020104.47298028
34521,2017,VOLK,JES,4DR,WHI,0,Fri,Y,Bells Corners West,COLLEGE,Sector 15,10/9/2021 4:00:00 AM,10/9/2021 4:00:00 AM,2021,357371.122600032,5019163.02934284
34522,2018,TOYT,TAC,PICKUP,GRY,0,Wed,N,Bells Corners West,COLLEGE,Sector 15,9/7/2022 4:00:00 AM,9/7/2022 4:00:00 AM,2022,356890.843452563,5019537.46785602
34523,2022,TESL,YGE,CARRY,BLK,0,Sat,N,Bells Corners West,COLLEGE,Sector 15,12/19/2022 5:00:00 AM,12/17/2022 5:00:00 AM,2022,356789.772603501,5020288.30389157
34524,2017,HYUN,TUC,CARRY,BLK,0,Fri,Y,Bells Corners West,COLLEGE,Sector 15,11/11/2022 5:00:00 AM,11/12/2022 5:00:00 AM,2022,356430.84167833,5019990.4719083
34525,2011,TOYT,CBA,4DR,GRY,0,Fri,Y,Bells Corners West,COLLEGE,Sector 15,11/12/2022 5:00:00 AM,11/11/2022 5:00:00 AM,2022,357061.912541067,5019911.18803993
34526,2020,HOND,UDY,CARRY,RED,0,Tue,N,Bells Corners West,COLLEGE,Sector 15,6/4/2022 4:00:00 AM,5/31/2022 4:00:00 AM,2022,356736.842388317,5019812.47000868
34527,2016,NISS,ROG,CARRY,BLU,0,Thu,Y,Bells Corners West,COLLEGE,Sector 15,10/7/2022 4:00:00 AM,10/6/2022 4:00:00 AM,2022,357427.796047433,5019439.89868454
34528,2016,HYUN,ACC,4DR,BRN,12000,Wed,Y,Bells Corners West,COLLEGE,Sector 15,1/18/2023 5:00:00 AM,1/19/2023 5:00:00 AM,2023,357380.487356089,5019210.11790398
34529,0,FORD,F35,NA,BLK,0,Thu,Y,Bells Corners West,COLLEGE,Sector 15,4/6/2023 4:00:00 AM,4/6/2023 4:00:00 AM,2023,356919.845509592,5020812.47887614
34530,2021,JEEP,WUL,CARRY,WHI,60000,Thu,N,Bells Corners West,COLLEGE,Sector 15,3/30/2023 4:00:00 AM,3/30/2023 4:00:00 AM,2023,356964.84454929,5019965.4708112
34531,2017,CHEV,IMP,4DR,RED,0,Thu,Y,Billings Bridge - Alta Vista,CAPITAL,Sector 34,7/26/2018 4:00:00 AM,4/12/2018 4:00:00 AM,2018,369655.07066606,5027427.15351191
34532,2006,BMW,32I,NA,GRY,8000,Tue,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,8/1/2018 4:00:00 AM,8/1/2018 4:00:00 AM,2018,370178.913516003,5026958.53329512
34533,2014,NA,NA,MOTO,RED,0,Thu,Y,Billings Bridge - Alta Vista,CAPITAL,Sector 34,9/13/2018 4:00:00 AM,9/14/2018 4:00:00 AM,2018,369933.482876084,5026843.61838783
34534,2016,HOND,PIL,CARRY,BLU,0,Sun,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,11/25/2018 5:00:00 AM,11/25/2018 5:00:00 AM,2018,370086.911362654,5028142.54204673
34535,2004,NISS,MUR,CARRY,BLK,0,Tue,Y,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,3/14/2018 4:00:00 AM,3/14/2018 4:00:00 AM,2018,370425.9153573,5026496.52927523
34536,2018,NISS,ALT,4DR,WHI,0,Sat,Y,Billings Bridge - Alta Vista,CAPITAL,Sector 34,1/10/2019 5:00:00 AM,8/11/2018 4:00:00 AM,2018,370248.26529098,5026199.7323258
34537,2018,BMW,330X,4DR,BLK,0,Wed,N,Billings Bridge - Alta Vista,CAPITAL,Sector 34,1/17/2019 5:00:00 AM,10/31/2018 4:00:00 AM,2018,370248.26529098,5026199.7323258
34538,0,NA,NA,NA,SIL,0,Sun,N,Billings Bridge - Alta Vista,CAPITAL,Sector 34,7/28/2019 4:00:00 AM,7/29/2019 4:00:00 AM,2019,369503.910659857,5026960.53330775
34539,2018,TOYT,HIG,CARRY,RED,0,Wed,Y,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,7/25/2019 4:00:00 AM,7/24/2019 4:00:00 AM,2019,369546.909569347,5028222.54321354
34540,2007,HYUN,SGL,4DR,BLU,0,Sun,Y,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,12/12/2019 5:00:00 AM,12/8/2019 5:00:00 AM,2019,369422.704059832,5027762.20953606
34541,2009,TOYT,SIE,VAN,GRY,0,Sun,Y,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,12/1/2019 5:00:00 AM,12/1/2019 5:00:00 AM,2019,370375.380134702,5027667.72977951
34542,0,NA,NA,NA,NA,0,Sat,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,11/16/2019 5:00:00 AM,11/16/2019 5:00:00 AM,2019,370327.084438759,5028011.7709765
34543,2018,HOND,CRV,CARRY,BLU,0,Wed,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,7/25/2019 4:00:00 AM,7/25/2019 4:00:00 AM,2019,370155.922264003,5027999.45447998
34544,2012,TOYT,MAT,4DR,GRY,0,Thu,Y,Billings Bridge - Alta Vista,CAPITAL,Sector 34,10/10/2019 4:00:00 AM,10/10/2019 4:00:00 AM,2019,369016.236715153,5027427.93637143
34545,2019,HINO,CIN,OTHER,WHI,0,Sat,N,Billings Bridge - Alta Vista,CAPITAL,Sector 34,11/2/2019 4:00:00 AM,11/2/2019 4:00:00 AM,2019,369016.236715153,5027427.93637143
34546,0,NA,NA,NA,BLKRED,0,Tue,N,Billings Bridge - Alta Vista,CAPITAL,Sector 34,3/19/2019 4:00:00 AM,3/19/2019 4:00:00 AM,2019,369060.002816995,5027347.97923444
34547,2019,BOCT,T450,OTHER,REDWHI,0,Sun,Y,Billings Bridge - Alta Vista,CAPITAL,Sector 34,2/14/2020 5:00:00 AM,10/6/2019 4:00:00 AM,2019,369759.269024019,5026815.03123889
34548,2001,CHEV,CRU,4DR,BLK,0,Mon,Y,Billings Bridge - Alta Vista,CAPITAL,Sector 34,5/28/2019 4:00:00 AM,5/20/2019 4:00:00 AM,2019,369547.91061046,5026785.53220022
34549,2007,TOYT,UCS,4DR,BLK,0,Thu,Y,Billings Bridge - Alta Vista,CAPITAL,Sector 34,11/28/2019 5:00:00 AM,11/29/2019 5:00:00 AM,2019,369311.910702481,5026569.53035887
34550,2017,HOND,PIL,CARRY,BLK,0,Thu,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,7/5/2019 4:00:00 AM,7/5/2019 4:00:00 AM,2019,370831.913507344,5028750.54584637
34551,2019,BOCT,T450,OTHER,REDWHI,0,Sun,Y,Billings Bridge - Alta Vista,CAPITAL,Sector 34,10/7/2019 4:00:00 AM,10/6/2019 4:00:00 AM,2019,369292.909583883,5026763.53225783
34552,2010,GMC,SIE,PICKUP,GRY,12000,Sun,Y,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,7/1/2019 4:00:00 AM,6/30/2019 4:00:00 AM,2019,370053.87487611,5026696.95054532
34553,2017,CHEV,CRU,4DR,GRY,0,Sun,Y,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,4/8/2019 4:00:00 AM,3/17/2019 4:00:00 AM,2019,370321.914313118,5026370.52846626
34554,2018,VOLK,NA,CARRY,WHI,0,Fri,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,5/28/2019 4:00:00 AM,5/24/2019 4:00:00 AM,2019,370321.914313118,5026370.52846626
34555,2019,CHEV,SUB,CARRY,BLK,0,Sat,Y,Billings Bridge - Alta Vista,CAPITAL,Sector 34,2/25/2019 5:00:00 AM,2/9/2019 5:00:00 AM,2019,370248.26529098,5026199.7323258
34556,2010,CHEV,AVE,4DR,BLU,0,Sat,Y,Billings Bridge - Alta Vista,CAPITAL,Sector 34,6/13/2020 4:00:00 AM,6/13/2020 4:00:00 AM,2020,369482.910644207,5027285.53627041
34557,2012,FORD,FOC,4DR,BLK,0,Sun,Y,Billings Bridge - Alta Vista,CAPITAL,Sector 34,3/1/2020 5:00:00 AM,3/1/2020 5:00:00 AM,2020,369655.07066606,5027427.15351191
34558,2018,TOYT,TAC,PICKUP,GRY,34400,Tue,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,12/1/2020 5:00:00 AM,12/1/2020 5:00:00 AM,2020,370320.548297647,5027352.98521287
34559,2018,LEXS,RX3,CARRY,GRY,0,Wed,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,11/11/2020 5:00:00 AM,11/11/2020 5:00:00 AM,2020,370134.910635369,5029025.54883167
34560,2019,LEXS,NA,CARRY,SIL,0,Wed,Y,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,6/4/2020 4:00:00 AM,6/4/2020 4:00:00 AM,2020,370235.912481793,5028097.54210686
34561,2016,TOYT,TAC,PICKUP,GRY,0,Fri,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,11/7/2020 5:00:00 AM,11/7/2020 5:00:00 AM,2020,370335.911370876,5028959.54883816
34562,2006,VOLK,2VE,4DR,BLU,0,Mon,Y,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,4/6/2020 4:00:00 AM,4/6/2020 4:00:00 AM,2020,370043.910612324,5028748.54697885
34563,2018,LEXS,RX35,CARRY,BLU,0,Tue,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,11/11/2020 5:00:00 AM,11/11/2020 5:00:00 AM,2020,370335.911370876,5028959.54883816
34564,2010,TOYT,TUN,PICKUP,RED,0,Sat,Y,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,2/29/2020 5:00:00 AM,2/15/2020 5:00:00 AM,2020,370176.730602687,5028445.01004504
34565,2018,TOYT,4RN,CARRY,WHI,0,Wed,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,9/16/2020 4:00:00 AM,9/16/2020 4:00:00 AM,2020,370944.914253296,5028761.54586325
34566,2019,LEXS,NX,CARRY,WHI,60000,Tue,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,7/1/2020 4:00:00 AM,7/1/2020 4:00:00 AM,2020,371129.915314958,5028432.54312785
34567,2018,TOYT,PRV,STWGN,BLU,25000,Mon,Y,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,5/5/2020 4:00:00 AM,5/5/2020 4:00:00 AM,2020,369669.909551346,5028149.54322037
34568,0,LEXS,RX5,CARRY,WHI,0,Tue,N,Billings Bridge - Alta Vista,ALTA VISTA,Sector 34,12/1/2020 5:00:00 AM,12/1/2020 5:00:00 AM,2020,370068.911391779,5027804.5391458
